"feature","mean","sd"
"PCO2",43.8459456662354,10.3021945386945
"WBC",7.56405252263907,3.34296744024486
"RDW",13.5447565329884,1.23901239217077
"NLR",7.45301375679172,10.1141488821768
"MLR",0.582239803363519,0.535842855269239
"PLR",225.353934463131,175.8304664498
"CRP",31.6970672703752,45.4946035261986
"ALB",39.6022478654592,4.91988967203652
"BNP",713.876193186718,1599.49921277998
